budget,cast,certification,company,director,genres,gross_sales,id,opening_weekend,producer,release_date,runtime,title,user_rating,votes,budget_usd,opening_weekend_usd,gross_sales_usd,runtime_numeric,user_rating_numeric,votes_numeric,mpaa_rating,release_year,release_month,release_day
,"Chartchai Ngamsan, Suwinit Panjamawat, Stella Malucchi, Supakorn Kitsuwon, Arawat Ruangvuth, Sombat Metanee, Pairoj Jaisingha, Naiyana Shewanan, Kanchit Kwanpracha, Chamloen Sridang",Unrated,"Aichi Arts Center, Film Bangkok, Five Star Production Co. Ltd.",Wisit Sasanatieng,"Action, Comedy, Romance, Western",,269217,,"Sangar Chatchairungruang, Pracha Maleenont, Brian L. Marcar, Bunbhot Ngamkhum, Nonzee Nimibutr",2000-10-05,110,Tears of the Black Tiger,6.9,2830,,,,110,6.9,2830,,2000,10,5
"CAD1,000,000 (estimated)","Fab Filippo, Don McKellar, Marya Delver, Gordon Currie, Tammy Isbell, Tobias Godson, Jennifer Clement, James McBurney, Derek Flores, Xantha Radley",R,"Alberta Foundation for the Arts, Burns Film Ltd., CFCN Production Fund, CITY-TV, CTV Television Network",Gary Burns,Comedy,,219405,,"George Baptist, Gary Burns, Bryan Gliserman, Sharon McGowan, Marguerite Pigott",2000-09-10,87,Waydowntown,6.7,1872,,,,87,6.7,1872,R,2000,9,10
"$13,500,000 (estimated)","Aaron Kwok, Norika Fujiwara, Leehom Wang, Ruby Lin, Coolio, Mark Dacascos, Ken Lo, Paul Chun, Siu-Ming Lau, Jennifer Lin",R,"Astoria Films, CMC Magnetics Corporation, China International Entertainment Limited, Golden Harvest Company",Stanley Tong,"Action, Crime",,266408,,"Nina Yang Bongiovi, Paul Cheng, Man-Yiu Lee, Andre Morgan, Stanley Tong",2000-12-21,103,China Strike Force,5.2,1820,13500000.0,,,103,5.2,1820,R,2000,12,21
,"Duangjai Hiransri, Kome Kongkiat Komesiri, Saisiri Xoomsai",Not Rated,"9/6 Cinema Factory, Firecracker Film, Fuji Photo Film, Thailand, Hubert Bals Fund, Kick the Machine",Apichatpong Weerasethakul,"Documentary, Drama, Fantasy, Mystery, Romance, Sci-Fi",,269587,,", , , , ",2000-02-02,89,Mysterious Object at Noon,6.8,1501,,,,89,6.8,1501,,2000,2,2
"$500,000 (estimated)","Karl Urban, Katie Wolfe, Jonathon Hendry, Sally Stockwell, Tony MacIver, Adam Brookfield, Peter Daube, Dennis Feaver, Nichola Gilchrist, Phil Grieve",Not Rated,"First Sun, New Zealand Film Commission",Glenn Standring,"Horror, Thriller, Fantasy",,267601,,"Dave Gibson, Chris Tyson",2000-07-13,90,Truth About Demons,5.4,1429,500000.0,,,90,5.4,1429,,2000,7,13
,"Anil Kapoor, Madhuri Dixit, Namrata Shirodkar, Om Puri, Rohini Hattangadi, Farida Jalal, Shivaji Satam, Danny Denzongpa, Suhas Bhalekar, K.D. Chandran",,S.K. Films Enterprises,Rajkumar Santoshi,"Action, Drama, Romance, Thriller",,218533,,"Mohammed Asif, Mark Burton, Boney Kapoor, Surinder Kapoor, Ravi Sarin",2000-02-04,176,Pukar,6.7,2454,,,,176,6.7,2454,,2000,2,4
,"Cas Jansen, Ricky Koole, Thomas Acda, Victor Löw, Gijs Scholten van Aschat, Lou Landré, Jacob Derwig, Ton Kas, Jacqueline Blom, Loes Wouterson",,"Verenigde Arbeiders Radio Amateurs (VARA), M&B FILM BV",Jean van de Velde,"Action, Crime, Thriller",,194104,,"Anthony Boerma, Theo Challa, Marion Evenhuis, Rolf Koot, Jean van de Velde",2000-04-27,105,Leak,7.0,2922,,,,105,7.0,2922,,2000,4,27
,"Ulf Brunnberg, Björn Gustafson, Johan Ulveson, Birgitta Andersson, Margreth Weivers, Per Grundén, Weiron Holmberg, Helge Skoog, Johan Rabaeus, Ola Forssmed",,"Filmlance International AB, Sandrew Metronome Distribution Sverige AB, Tonefilm, TV4, Filmlance International AB",Tomas Ryberger,"Comedy, Crime",,269410,,"Lars Blomgren, P.H. Börjesson, Örjan Enström, Katinka Faragó, Börje Hansson",2000-12-25,92,Jönssonligan spelar högt,4.6,1783,,,,92,4.6,1783,,2000,12,25
,"Rishi Kapoor, Ajay Devgn, Kajol, Tiku Talsania, Smita Jaykar, Harsh Lunia, Kinshuk Vaidya, Sakshi Sem, Govind Namdeo, Pramod Moutho",,NH Studioz,Anil Devgan,"Action, Comedy, Drama, Family",,271748,,"Ajay Devgn, Bantoo Khanna, Kumar Mangat Pathak",2000-12-21,163,Raju Chacha,5.1,2065,,,,163,5.1,2065,,2000,12,21
,"Robert Forster, Donnie Wahlberg, Bess Armstrong, Jasmine Guy, George Coe, Jeff Gendelman, Douglas Allen Johnson, Kristin Minter, Nikki Fritz, Shannah Laumeister Stern",R,"Artist View Entertainment, DMC Films, Half Fast Films, Shiprock Productions, Sidekick Entertainment",Dan Cohen,Drama,,200427,,"Linda Berger, Dan Cohen, Rick Derby, Robert Field, Kate Forster",2000-10-08,100,Diamond Men,6.9,1740,,,,100,6.9,1740,R,2000,10,8
,"Jerzy Stuhr, Anna Dymna, Dominika Bednarczyk, Blazej Wójcik, Andrzej Franczyk, Feliks Szajnert, Zbigniew Kaleta, Andrzej Kozak, Radoslaw Krzyzowski, Stanislaw Banas",Unrated,Telewizja Polska,Jerzy Stuhr,"Comedy, Drama",,246593,,"Janusz Morgenstern, Slawomir Rogowski",2000-07-08,73,Big Animal,7.1,1037,,,,73,7.1,1037,,2000,7,8
,"Kiefer Sutherland, Henry Czerny, Polly Walker, Gary Hudson, Ronn Sarosiak, Stephen Ouimette, Eve Crawford, Denis Akiyama, Ardon Bess, A. Frank Ruffo",R,"Videal GmbH, Promark Entertainment Group, Canadian Film or Video Production Tax Credit",Paul Marcus,"Crime, Drama, Mystery, Thriller",,212742,,"Bruce Cohn Curtis, Tom Kinninmont, Jon Kramer, André Paquette, Adam J. Shully",2000-02-15,100,After Alice,5.3,1763,,,,100,5.3,1763,R,2000,2,15
"INR50,000,000 (estimated)","Suchindra Bali, Jyotika, Ajith Kumar, Manivannan, Preetha Raaghav, Raghuvaran, K. Viswanath, Vivek",Not Rated,NIC Arts,V.Z. Dhorai,"Drama, Romance",,1388441,,S.S. Chakravarthy,2000-02-19,156,Mugavari,7.2,1358,,,,156,7.2,1358,,2000,2,19
"$45,000,000 (estimated)","Jeremy Irons, Bruce Payne, Justin Whalin, Marlon Wayans, Robert Miano, Tomas Havrlik, Thora Birch, Edward Jewesbury, Zoe McLellan, Lee Arenberg",PG-13,"New Line Cinema, Sweetpea Entertainment, Silver Pictures, Behaviour Worldwide, MDP Worldwide",Courtney Solomon,"Action, Adventure, Fantasy","$33,807,409",190374,"$7,237,422, 10 Dec 2000","Allen Crawford, Bob Dahlin, Ann Flagella, Thomas M. Hammel, Kia Jam",2000-12-08,107,Dungeons & Dragons,3.6,33754,45000000.0,7237422.0,33807409.0,107,3.6,33754,PG-13,2000,12,8
"AUD5,000,000 (estimated)","Vince Colosimo, Eric Bana, Renée Brack, Gregory Pitt, Richard Sutherland, David Field, Simon Lyndon, Dan Wyllie, Gary Waddell, Andrew Dunn",R,"Australian Film Finance Corporation, Mushroom Pictures, Pariah Entertainment Group",Andrew Dominik,"Biography, Crime, Drama",,221073,,"Michele Bennett, Al Clark, Yvonne Collins, Martin Fabinyi, Michael Gudinski",2000-08-03,94,Chopper,7.1,39370,,,,94,7.1,39370,R,2000,8,3
,"Richard T. Jones, Gabriel Casseus, De'aundre Bonds, Master P, Melissa De Sousa, Bill Nunn, Clifton Powell, Sticky Fingaz, David 'Shark' Fralick, Anna Maria Horsford",R,"Evolution Entertainment, No Limit Films, Palm Pictures",John Luessenhop,"Drama, Thriller",,196708,"$83,377, 21 Feb 2003","Eric Abrahamson, Mark Burg, Jeff Clanagan, Dan Genetti, Oren Koules",2000-09-15,105,Lockdown,6.2,2607,,83377.0,,105,6.2,2607,R,2000,9,15
"$55,000,000 (estimated)","Michael Douglas, Tobey Maguire, Frances McDormand, Robert Downey Jr., Katie Holmes, Rip Torn, Richard Knox, Jane Adams, Michael Cavadias, Richard Thomas",R,"Mutual Film Company, British Broadcasting Corporation (BBC), Marubeni, Toho-Towa, Tele München Fernseh Produktionsgesellschaft (TMG)",Curtis Hanson,"Comedy, Drama","$8,312,406, 07 Dec 2000",185014,"$87,505, 12 Nov 2000","Ned Dowd, Lisa Grundy, Curtis Hanson, Scott Rudin, Adam Schroeder",2000-02-22,107,Wonder Boys,7.2,64683,55000000.0,87505.0,8312406.0,107,7.2,64683,R,2000,2,22
"$20,000,000 (estimated)","Jason Biggs, Mena Suvari, Zak Orth, Thomas Sadoski, Jimmi Simpson, Greg Kinnear, Dan Aykroyd, Twink Caplan, Bobby Slayton, Robert Miano",PG-13,"Branti Film Productions, Cockamamie",Amy Heckerling,"Comedy, Romance","$18,404,706",217630,"$6,008,611, 23 Jul 2000","Twink Caplan, John M. Eckert, Amy Heckerling",2000-07-20,98,Loser,5.3,29232,20000000.0,6008611.0,18404706.0,98,5.3,29232,PG-13,2000,7,20
"$14,000,000 (estimated)","Brittany Murphy, Jay Mohr, Michael Biehn, Jesse Bradford, Candy Clark, Amanda Anka, Joe Inscoe, Gabriel Mann, Natalie Ramsey, Douglas Spain",R,"Rogue Pictures, Fresh Produce Company, Industry Entertainment, October Films",Geoffrey Wright,"Horror, Mystery, Thriller",,175526,,"Marshall Persinger, Joyce Schweickert, Eli Selden, Ken Selden, Scott Shiffman",2000-07-29,92,Cherry Falls,5.2,13855,14000000.0,,,92,5.2,13855,R,2000,7,29
,"Nien-Jen Wu, Issei Ogata, Elaine Jin, Kelly Lee, Jonathan Chang, Hsi-Sheng Chen, Su-Yun Ko, Chuan-cheng Tao, Shu-shen Hsiao, Meng-chin 'Adriene' Lin",Not Rated,"1+2 Seisaku Iinkai, Atom Films, AtomFilms, Basara Pictures, Pony Canyon",Edward Yang,"Drama, Romance",,244316,,"Shin'ya Kawai, Osamu Kunota, Yoshiko Okura, Michiyo Satô, Naoko Tsukeda",2000-05-15,173,Yi Yi: A One and a Two...,8.1,24793,,,,173,8.1,24793,,2000,5,15
"$6,000,000 (estimated)","Ed Harris, Robert Knott, Molly Regan, Marcia Gay Harden, Sada Thompson, Eulala Scheel, Matthew Sussman, Bud Cort, Amy Madigan, Everett Quinton",R,"Brant-Allen, Fred Berner Films, Pollock Films, Zeke Productions",Ed Harris,"Biography, Drama",,183659,"$305,744, 18 Feb 2001","Joseph Allen, Heiner Bastian, Fred Berner, Peter Brant, Ed Harris",2000-09-06,122,Pollock,7.0,28480,6000000.0,305744.0,,122,7.0,28480,R,2000,9,6
"$24,000,000 (estimated)","David Duchovny, Minnie Driver, Carroll O'Connor, Robert Loggia, Bonnie Hunt, David Alan Grier, Joely Richardson, Eddie Jones, Jim Belushi, Marianne Muellerleile",PG,"Metro-Goldwyn-Mayer (MGM), JLT Productions",Bonnie Hunt,"Comedy, Drama, Romance",,122459,"$7,820,836, 09 Apr 2000","C.O. Erickson, Melanie Greene, Jennie Lew Tugend",2000-04-07,115,Return to Me,6.9,21471,24000000.0,7820836.0,,115,6.9,21471,PG,2000,4,7
"$19,000,000 (estimated)","Alec Baldwin, Cody McMains, Russell Means, Peter Fonda, Jared Wall, Laura Bower, Didi Conn, Mara Wilson, Lori Hallier, Michael E. Rodgers","TV-Y, TV-G, TV-Y7::(DVD rating), TV-PG::(TV rating), G::(certificate no. 37466)","Gullane Pictures, Destination Films, Isle of Man Film Commission, Britt Allcroft (Thomas) Ltd., The Magic Railroad Company",Britt Allcroft,"Adventure, Comedy, Drama, Family, Fantasy",,205461,,"Britt Allcroft, Brent Baum, John Bertolli, Nancy Chapelle, Charles Falzon",2000-07-14,85,Thomas and the Magic Railroad,4.1,4399,19000000.0,,,85,4.1,4399,,2000,7,14
"$63,600,000 (estimated)","Sylvester Stallone, Miranda Richardson, Rachael Leigh Cook, Rhona Mitra, Johnny Strong, John C. McGinley, Alan Cumming, Michael Caine, John Cassini, Mickey Rourke",R::(No. 37609),"Morgan Creek Entertainment, Franchise Pictures, The Canton Company, Epsilon Motion Pictures, Carter Productions",Stephen Kay,"Action, Crime, Drama, Thriller","$4,445,811, 10 Dec 2000",208988,"$6,637,830, 08 Oct 2000","Ashok Amritraj, Steve Bing, Mark Canton, Neil Canton, Don Carmody",2000-09-25,102,Get Carter,5.1,34897,63600000.0,6637830.0,4445811.0,102,5.1,34897,,2000,9,25
"$3,400,000 (estimated)","Marie-Josée Croze, Jean-Nicolas Verreault, Stephanie Morgenstern, Pierre Lebeau, Kliment Denchev, John Dunn-Hill, Marc Gélinas, Bobby Beshro, Marie-France Lambert, Virginie Dubois",R,"Max Films Productions, Société de Développement des Entreprises Culturelles, Téléfilm Canada",Denis Villeneuve,Drama,,220627,,"Roger Frappier, Luc Vandal",2000-08-29,87,Maelstrom,6.8,6543,3400000.0,,,87,6.8,6543,R,2000,8,29
"$32,000,000 (estimated)","Jodi Lyn O'Keefe, Shane West, Marla Sokoloff, Manu Intiraymi, Aaron Paul, Julia Sweeney, James Franco, Kip Pardue, Scott Vickaryous, Colin Hanks",PG-13,"Columbia Pictures, Phoenix Pictures, I'll Be You Productions",David Raynr,"Comedy, Drama, Romance",,202402,"$4,104,298, 24 Mar 2000","Matt Berenson, William H. Brown, Vicki Dee Rock, Paul Schiff, Mark Schwahn",2000-03-24,94,Whatever It Takes,5.5,11068,32000000.0,4104298.0,,94,5.5,11068,PG-13,2000,3,24
"$24,000,000 (estimated)","David Arquette, Oliver Platt, Scott Caan, Bill Goldberg, Rose McGowan, Dallas Page, Richard Lineback, Chris Owen, Steve Borden, Joe Pantoliano",PG-13,"Bel Air Entertainment, Outlaw Productions, Tollin/Robbins Productions",Brian Robbins,"Comedy, Sport",,217756,"$5,257,778, 09 Apr 2000","Herbert W. Gains, John Gatins, Robert F. Newmyer, Susan E. Novick, Steven Reuther",2000-04-05,107,Ready to Rumble,5.3,14545,24000000.0,5257778.0,,107,5.3,14545,PG-13,2000,4,5
,"Sung-Jae Lee, Bae Doona, Ho-jung Kim, Byun Hee-Bong, Su-hee Go, Roe-ha Kim, Jin-gu Kim, Im Sang-soo, Seong Jeong-seon, Jae-ha Jo",Not Rated,"CJ Entertainment, Cinema Service, Uno Film",Bong Joon Ho,Comedy,,269743,,"Seoung-Jae Cha, Min-hwan Cho, Neung-yeon Joh",2000-02-19,110,Barking Dogs Never Bite,6.9,8811,,,,110,6.9,8811,,2000,2,19
"$1,000,000 (estimated)","Jordan Ladd, Rob Lowe, Jamie Kennedy, Mike Schwartz, Thomas Haden Church, Paget Brewster, Kelly Coffield Park, Sean Gunn, Judy Greer, James Gunn",R,"Brillstein-Grey Entertainment, Mindfire Entertainment",Craig Mazin,"Action, Comedy, Fantasy, Sci-Fi",,181836,"$10,131, 24 Sep 2000","Mark A. Altman, Dan Bates, Robert Meyer Burnett, Ellie Cornell, Mark Gottwald",2000-09-18,82,The Specials,5.7,2400,1000000.0,10131.0,,82,5.7,2400,R,2000,9,18
,"Christina Ricci, Oleg Yankovskiy, Claudia Lander-Duke, Danny Scheinmann, Anna Tzelniker, Barry Davis, Thom Osborn, Frank Chersky, Daniel Hart, Peter Majer",R,"Canal+, Universal Pictures, Adventure Pictures, Working Title Films",Sally Potter,"Drama, Music, Romance, War",,206917,,"Simona Benzakein, Tim Bevan, Linda Bruce, Eric Fellner, Christopher Sheppard",2000-09-02,100,The Man Who Cried,6.1,15760,,,,100,6.1,15760,R,2000,9,2
,"Charlotte Ayanna, Kristin Bauer van Straten, W. Earl Brown, Daryl Hannah, Chris Hogan, Sheila Kelley, Elias Koteas, Vladimir Mashkov, Sandra Oh, Rodney Rowland","R, TV-MA::(cable rating)","Moonstone Entertainment, Bergman Lustig Productions, Dragon Pictures, Gallery Motion Pictures, Keystone Studios",Michael Radford,"Drama, Mystery",,217355,"$30,181, 21 Oct 2001","Ram Bergman, Graham Broadbent, Willi Bär, Samuel Hadida, Damian Jones",2000-09-14,123,Dancing at the Blue Iguana,5.7,3985,,30181.0,,123,5.7,3985,R,2000,9,14
"$1,000,000 (estimated)","William H. Macy, John Ritter, Neve Campbell, Donald Sutherland, Tracey Ullman, Barbara Bain, David Dorfman, Tina Lifford, Bix Barnaba, Nicholle Tom",R,"Artisan Entertainment, Mad Chance, The Vault, Tin Toy Productions LLC",Henry Bromell,"Comedy, Crime, Drama",,194218,,"David Cooper, Matt Cooper, Glenn S. Gainor, Jody Hedien, Andrew Lazar",2000-01-22,88,Panic,6.7,8589,1000000.0,,,88,6.7,8589,R,2000,1,22
"$22,000,000 (estimated)","Lana Parrilla, Josh Green, Oliver Macready, Nick Swarts, Mark Phelan, David Carpenter, Leslie Zemeckis, Mark Totty, Andrew Stoddard, Jonathan Breck",R,"Cobwebster Corporation, Millennium Films",Gary Jones,"Horror, Sci-Fi, Thriller",,203940,,"Boaz Davidson, Frank DeMartini, Danny Dimbort, Avi Lerner, Danny Lerner",2000-06-14,94,Spiders,3.9,3057,22000000.0,,,94,3.9,3057,R,2000,6,14
,"Juliette Binoche, Thierry Neuvic, Josef Bierbichler, Alexandre Hamidi, Maimouna Hélène Diarra, Ona Lu Yenke, Djibril Kouyaté, Luminita Gheorghiu, Crenguta Hariton, Bob Nicolescu",Not Rated,"Arte France Cinéma, Bavaria Film, Canal+, Filmex, France 2 Cinéma",Michael Haneke,Drama,,216625,,"Yvon Crenn, Christoph Holch, Marin Karmitz, Thilo Kleine, Titi Popescu",2000-05-19,118,Code Unknown,7.1,13998,,,,118,7.1,13998,,2000,5,19
"$1,800,000 (estimated)","Janet McTeer, Michael Davis, Michael Goodwin, Gregory Russell Cook, Jane Adams, E. Katherine Kerr, Emmy Rossum, Pat Carroll, Stephanie Roth Haberle, Aidan Quinn",PG-13,"ErgoArts, Rigas Entertainment",Maggie Greenwald,"Drama, Music",,210299,"$41,967, 17 Jun 2001","Patrick Allen, Elizabeth Finkelstein, Caroline Kaplan, Richard Miller, Ellen Rigas-Venetis",2000-01-25,109,Songcatcher,7.2,3548,1800000.0,41967.0,,109,7.2,3548,PG-13,2000,1,25
"$8,000,000 (estimated)","Penélope Cruz, Murilo Benício, Harold Perrineau, Mark Feuerstein, John de Lancie, Anne Ramsay, Ana Gasteyer, Analu De Castro, Thais De Sá Curvelo, Eliana Guttman",R,"Propaganda Films, Searchlight Pictures",Fina Torres,"Comedy, Fantasy, Romance",,206420,"$2,008,191, 24 Sep 2000","Augusto Casé, Caíque Martins Ferreira, Preta Gil, Bronwen Hughes, Nancy Paloian",2000-05-08,92,Woman on Top,5.3,10630,8000000.0,2008191.0,,92,5.3,10630,R,2000,5,8
"$6,000,000 (estimated)","Luke Wilson, Frankie Muniz, Kevin Bacon, Diane Lane, Mark Beech, Susan Carol Davis, David Pickens, Bradley Coryell, Daylan Honeycutt, Cody Linley","TV-PG::(LV), PG","Alcon Entertainment, MDS Productions LLC",Jay Russell,"Comedy, Drama, Family",,156812,"$56,941, 16 Jan 2000","Marty P. Ewing, John Lee Hancock, Broderick Johnson, Mark Johnson, Andrew A. Kosove",2000-01-08,95,My Dog Skip,7.0,20694,6000000.0,56941.0,,95,7.0,20694,PG,2000,1,8
,"Charlotte Rampling, Bruno Cremer, Jacques Nolot, Alexandra Stewart, Pierre Vernier, Andrée Tainsy, Maya Gaugler, Damien Abbou, David Portugais, Pierre Soubestre",Unrated,"Fidélité Productions, Euro Space, Haut et Court, Arte France Cinéma, Canal+",François Ozon,"Drama, Mystery",,240913,,"Olivier Delbosc, Marc Missonnier",2000-09-11,92,Under the Sand,7.1,10913,,,,92,7.1,10913,,2000,9,11
,"Charlie Creed-Miles, Sean Bean, Gareth Milne, Alex Kingston, Amelia Lowdell, Larry Lamb, Michael McKell, Holly Davidson, Terence Rigby, Tom Wilkinson",R,Granada Film Productions,Terry Winsor,"Crime, Thriller",,191996,,"Pippa Cross, Paul Frift, Jeff Pope",2000-07-14,102,Essex Boys,6.1,4133,,,,102,6.1,4133,R,2000,7,14
"$10,000,000 (estimated)","Melanie Griffith, Stephen Dorff, Alicia Witt, Adrian Grenier, Lawrence Gilliard Jr., Maggie Gyllenhaal, Jack Noseworthy, Mink Stole, Ricki Lake, Patricia Hearst",R::(certificate # 37343),"Artic Productions LLC, Artisan Entertainment, Bac Films, Ice Cap Production, Le Studio Canal+",John Waters,"Comedy, Crime, Thriller",,173716,"$127,141, 13 Aug 2000","Fred Bernstein, Joseph M. Caracciolo Jr., Anthony DeLorenzo, John Fiedler, Pat Moran",2000-05-17,87,Cecil B. Demented,6.2,15942,10000000.0,127141.0,,87,6.2,15942,,2000,5,17
,"Julie Andrews, Edward Atterton, William Baldwin, Colin Firth, Stephen Fry, Sophie Thompson, Jeanne Tripplehorn, Stephanie Beacham, Gaye Brown, Anwen Carlisle",PG,"Encore Media Group, Isle of Man Film Commission, Isle of Man Film, Lucida Films, Midsummer Films",Eric Styles,Comedy,,210943,,"Francesca Barra, Steve Christian, Alex Harakis, Chris Harris, Christopher Milburn",2000-06-23,87,Relative Values,6.4,2441,,,,87,6.4,2441,PG,2000,6,23
,"Bernard Giraudeau, Malik Zidi, Ludivine Sagnier, Anna Thomson",Not Rated,"Fidélité Productions, Les Films Alain Sarde, Euro Space, Studio Images 6",François Ozon,"Comedy, Drama, Romance",,211387,,"Olivier Delbosc, Christine Gozlan, Kenzô Horikoshi, Marc Missonnier, Alain Sarde",2000-02-13,82,Water Drops on Burning Rocks,6.7,6585,,,,82,6.7,6585,,2000,2,13
"FRF10,000,000 (estimated)","Lars Rudolph, Peter Fitz, Hanna Schygulla, János Derzsi, Djoko Rosic, Tamás Wichmann, Ferenc Kállai, Mihály Kormos, Putyi Horváth, Enikö Börcsök",,"13 Productions, ARTE, Fondazione Monte Cinema Verità, Goëss Film, Magyar Mozgókép Alapítvány","Béla Tarr, Ágnes Hranitzky","Drama, Mystery",,249241,,"Ralph E. Cotta, Franz Goëss, Paul Saadoun, Miklós Szita, Béla Tarr",2000-05-08,145,Werckmeister Harmonies,8.0,14379,,,,145,8.0,14379,,2000,5,8
"$5,000,000 (estimated)","Jason Flemyng, Peter Stormare, Leslie Hope, Nina Garbiras, Andrew Tarbet, Tom Atkins, Jonathan Higgins, Jeff Monahan, Marie V. Cruz, Beatriz Pizano",R,"Canal+, Barenholtz Productions, Romero-Grunwald Productions",George A. Romero,"Horror, Mystery",,212830,,"Ben Barenholtz, Peter Grunwald, Allen M. Shore, Ric Shore, Martin Walters",2000-02-13,99,Bruiser,5.2,6104,5000000.0,,,99,5.2,6104,R,2000,2,13
"INR140,000,000 (estimated)","Hrithik Roshan, Ameesha Patel, Anupam Kher, Dalip Tahil, Mohnish Behl, Ashish Vidyarthi, Satish Shah, Farida Jalal, Tanaaz Currim Irani, Payal Malhotra",Not Rated,Film Kraft,Rakesh Roshan,"Action, Musical, Romance, Thriller",,234000,,Rakesh Roshan,2000-01-14,172,Kaho Naa... Pyaar Hai,6.9,15500,,,,172,6.9,15500,,2000,1,14
"$24,000,000 (estimated)","Morgan Freeman, Renée Zellweger, Chris Rock, Greg Kinnear, Aaron Eckhart, Tia Texada, Crispin Glover, Pruitt Taylor Vince, Allison Janney, Kathleen Wilhoite","TV-14::(TV rating), R","Gramercy Pictures (I), Pacifica Film, Propaganda Films, ab'-strakt pictures, IMF Internationale Medien und Film GmbH & Co. Produktions KG",Neil LaBute,"Comedy, Crime, Drama, Romance","$2,133,268, 07 Dec 2000",171580,,"Moritz Borman, Steve Golin, W. Mark McNair, Gail Mutrux, Stephen Pevner",2000-05-11,110,Nurse Betty,6.3,35380,24000000.0,,2133268.0,110,6.3,35380,R,2000,5,11
,"Lars Nordh, Stefan Larsson, Bengt C.W. Carlsson, Torbjörn Fahlström, Sten Andersson, Rolando Núñez, Lucio Vucina, Per Jörnelius, Peter Roth, Klas-Gösta Olsson",Not Rated,"Arte France Cinéma, Canal+, Coproduction Office, Danmarks Radio, Det Danske Filminstitut",Roy Andersson,"Comedy, Drama",,120263,,"Lisa Alwert, Roy Andersson, Philippe Bober, Sanne Glæsel, Johan Mardell",2000-05-08,98,Songs from the Second Floor,7.5,19253,,,,98,7.5,19253,,2000,5,8
,"Greta Scacchi, Anthony LaPaglia, Elena Cotta, Kerry Walker, Pia Miranda, Kick Gurry, Matthew Newton, Leanne Carlow, Diane Viduka, Leeanna Walsman",,Robyn Kershaw Productions,Kate Woods,"Comedy, Drama, Romance",,217629,,"Robyn Kershaw, Tristram Miall",2000-05-04,103,Looking for Alibrandi,7.0,3369,,,,103,7.0,3369,,2000,5,4
,"Sam Neill, Billy Mitchell, Roz Hammond, Christopher-Robin Street, Luke Keltie, Naomi Wright, Ben Wright-Smith, Beverley Dunn, Grant Thompson, Bille Brown",PG-13,"Working Dog, Distant Horizon, Dish Film Ltd., The Dish Film Productions",Rob Sitch,"Comedy, Drama, History",,205873,,"Santo Cilauro, Tom Gleisner, Debra Herman, Michael Hirsh, Jane Kennedy",2000-09-15,101,The Dish,7.2,16483,,,,101,7.2,16483,PG-13,2000,9,15
"$1,000,000 (estimated)","Jung Suh, Yu-seok Kim, Jae-Hyun Cho, Hang-Seon Jang, Min-seok Son, Ji-Seon Han, Jeong-sik Kang, Hye-kyeong Choi, Seon-hwa Jeon, Won Seo",Not Rated,Myung Films,Kim Ki-duk,"Drama, Thriller",,255589,,"Eun Lee, Jongho Yi",2000-04-22,90,The Isle,6.9,14064,1000000.0,,,90,6.9,14064,,2000,4,22
,"Mary-Kate Olsen, Ashley Olsen, Jim Meskimen, Tamara Clatterbuck, Robert Miano, Jason Clarke, Richard Carter, Jo Phillips, Harold Hopkins, Ernie Hudson Jr.",G,"Courage Films, Dualstar Productions, Tapestry Films",Craig Shapiro,"Comedy, Crime, Family",,270560,,"Peter Abrams, J.P. Guerin, Robert L. Levy, Ashley Olsen, Mary-Kate Olsen",2000-11-21,89,Our Lips Are Sealed,5.0,4907,,,,89,5.0,4907,G,2000,11,21
,"Skeet Ulrich, Russell Wong, Angela Featherstone, Donal Logue, Christopher McDonald, Master P, Tom Berenger, Jeremy Sisto, Amanda Peet, Ethan Suplee",R,"Dimension Films, Millennium Films, Hacker Productions",Joe Chappelle,"Biography, Crime, Drama, Thriller",,159784,,"Danny Dimbort, Dave Duce, Denise Leong, Avi Lerner, Mary Montiforte",2000-02-02,92,Takedown,6.2,6946,,,,92,6.2,6946,R,2000,2,2
"$250,000 (estimated)","Mike White, Chris Weitz, Lupe Ontiveros, Beth Colt, Paul Weitz, Maya Rudolph, Mary Wigmore, Paul Sand, Gino Buccola, Annette Murphy",R,"Artisan Entertainment, Blow Up Pictures, Flan de Coco Films, Toga Productions",Miguel Arteta,"Comedy, Drama",,200530,"$72,831, 16 Jul 2000","Thomas Brown, Beth Colt, Scott M. Cort, Michael Escott, Matthew Greenfield",2000-01-21,96,Chuck & Buck,6.6,5659,250000.0,72831.0,,96,6.6,5659,R,2000,1,21
,"Ricardo Meneses, Beatriz Torcato, Andre Barbosa, Eurico Vieira, Jorge Almeida, Salomão, Joaquim Oliveira, Florindo Lourenço, Rodrigo Garin, Luis Zorro",Unrated,"Rosa Filmes, Radiotelevisão Portuguesa, Instituto do Cinema, Audiovisual e Multimédia",João Pedro Rodrigues,Drama,,239381,,"Amândio Coroado, Joaquim Sapinho",2000-09-08,87,O Fantasma,5.7,3540,,,,87,5.7,3540,,2000,9,8
